"topic","term","beta"
2,"sort",8.80706538013056e-07
3,"sort",0.00168771951007305
4,"sort",0.000458330743894102
5,"sort",8.38298856895678e-07
6,"sort",9.00372033724334e-07
1,"listen",8.90819393494524e-07
2,"listen",8.80706538013056e-07
3,"listen",8.87806159954261e-07
4,"listen",8.63146410346709e-07
5,"listen",0.0489574915415645
6,"listen",9.90409237096768e-06
1,"downloaded",0.0157594858903116
2,"downloaded",8.80706538013056e-07
3,"downloaded",8.87806159954261e-07
4,"downloaded",9.4946105138138e-06
5,"downloaded",8.38298856895678e-07
6,"downloaded",9.00372033724334e-07
1,"point",0.000455208710075702
2,"point",0.0042635003505212
3,"point",8.87806159954261e-07
4,"point",8.63146410346709e-07
5,"point",8.38298856895678e-07
6,"point",9.09375754061579e-05
1,"feature",9.79901332843977e-06
2,"feature",8.80706538013056e-07
3,"feature",0.0104858785552198
4,"feature",8.63146410346709e-07
5,"feature",1.76042759948093e-05
6,"feature",9.00372033724334e-07
1,"disappointed",1.8707207263385e-05
2,"disappointed",0.00250208727449509
3,"disappointed",8.87806159954261e-07
4,"disappointed",8.63146410346709e-07
5,"disappointed",8.38298856895678e-07
6,"disappointed",9.00372033724334e-07
1,"crashing",0.00058883161909988
2,"crashing",8.80706538013056e-07
3,"crashing",8.87806159954261e-07
4,"crashing",0.0065694073291488
5,"crashing",8.38298856895678e-07
6,"crashing",9.00372033724334e-07
1,"unable",0.00464205985949997
2,"unable",8.80706538013056e-07
3,"unable",9.76586775949687e-06
4,"unable",8.63146410346709e-07
5,"unable",8.38298856895678e-07
6,"unable",9.00372033724334e-07
1,"working",0.015367525357174
2,"working",8.80706538013056e-07
3,"working",8.87806159954261e-07
4,"working",4.40204669276821e-05
5,"working",8.38298856895678e-07
6,"working",9.00372033724334e-07
1,"everytime",0.00489148928967843
2,"everytime",8.80706538013056e-07
3,"everytime",8.87806159954261e-07
4,"everytime",3.53890028242151e-05
5,"everytime",8.38298856895678e-07
6,"everytime",9.90409237096768e-06
1,"logged",8.90819393494524e-07
2,"logged",0.00569024494210235
3,"logged",8.87806159954261e-07
4,"logged",9.4946105138138e-06
5,"logged",9.22128742585246e-06
6,"logged",9.00372033724334e-07
1,"acc",0.000285953025311742
2,"acc",0.00010656549109958
3,"acc",1.86439293590395e-05
4,"acc",8.63146410346709e-07
5,"acc",8.38298856895678e-07
6,"acc",9.00372033724334e-07
1,"tried",0.0129712211886738
2,"tried",8.80706538013056e-07
3,"tried",8.87806159954261e-07
4,"tried",8.63146410346709e-07
5,"tried",8.38298856895678e-07
6,"tried",9.00372033724334e-07
1,"open",0.0129890375765437
2,"open",8.80706538013056e-07
3,"open",8.87806159954261e-07
4,"open",0.00115747933627494
5,"open",8.38298856895678e-07
6,"open",9.00372033724334e-07
1,"log",8.90819393494524e-07
2,"log",0.0096798455593015
3,"log",8.87806159954261e-07
4,"log",5.26519310311492e-05
5,"log",8.38298856895678e-07
6,"log",9.00372033724334e-07
1,"see",8.90819393494524e-07
2,"see",8.80706538013056e-07
3,"see",0.0125455888463136
4,"see",8.63146410346709e-07
5,"see",8.38298856895678e-07
6,"see",9.00372033724334e-07
1,"logo",0.00101642492797725
2,"logo",8.80706538013056e-07
3,"logo",8.87806159954261e-07
4,"logo",8.63146410346709e-07
5,"logo",8.38298856895678e-07
6,"logo",9.00372033724334e-07
1,"everyone",8.90819393494524e-07
2,"everyone",9.68777191814362e-06
3,"everyone",0.00143025572368631
4,"everyone",8.63146410346709e-07
5,"everyone",9.22128742585246e-06
6,"everyone",0.000991309609130493
1,"reporting",2.76154011983302e-05
2,"reporting",0.000177022014140624
3,"reporting",8.87806159954261e-07
4,"reporting",8.63146410346709e-07
5,"reporting",8.38298856895678e-07
6,"reporting",9.00372033724334e-07
1,"random",8.90819393494524e-07
2,"random",9.68777191814362e-06
3,"random",8.87806159954261e-07
4,"random",8.63146410346709e-07
5,"random",0.0121226397695684
6,"random",5.49226940571845e-05
1,"pauses",8.90819393494524e-07
2,"pauses",3.61089680585353e-05
3,"pauses",8.87806159954261e-07
4,"pauses",0.00256440798514007
5,"pauses",8.38298856895678e-07
6,"pauses",9.00372033724334e-07
1,"stops",8.90819393494524e-07
2,"stops",8.80706538013056e-07
3,"stops",8.87806159954261e-07
4,"stops",0.0134745786119225
5,"stops",8.38298856895678e-07
6,"stops",9.00372033724334e-07
1,"currently",8.90819393494524e-07
2,"currently",8.80706538013056e-07
3,"currently",4.52781141576672e-05
4,"currently",0.00435112105455776
5,"currently",8.38298856895678e-07
6,"currently",9.00372033724334e-07
1,"view",8.90819393494524e-07
2,"view",8.80706538013056e-07
3,"view",0.000657864364526107
4,"view",0.00109705908755067
5,"view",8.38298856895678e-07
6,"view",9.00372033724334e-07
1,"pause",8.90819393494524e-07
2,"pause",9.68777191814362e-06
3,"pause",8.87806159954261e-07
4,"pause",0.0160294919865487
5,"pause",8.38298856895678e-07
6,"pause",9.00372033724334e-07
1,"skip",8.90819393494524e-07
2,"skip",8.80706538013056e-07
3,"skip",1.86439293590395e-05
4,"skip",0.00331534536214171
5,"skip",0.0120891078152926
6,"skip",9.00372033724334e-07
1,"back",8.90819393494524e-07
2,"back",0.01227792984644
3,"back",0.0132647118358766
4,"back",9.4946105138138e-06
5,"back",8.38298856895678e-07
6,"back",9.00372033724334e-07
1,"forth",8.90819393494524e-07
2,"forth",0.000168214948760494
3,"forth",8.87806159954261e-07
4,"forth",8.63146410346709e-07
5,"forth",8.38298856895678e-07
6,"forth",4.59189737199411e-05
1,"fairly",8.90819393494524e-07
2,"fairly",0.000194636144900885
3,"fairly",8.87806159954261e-07
4,"fairly",0.000147598036169287
5,"fairly",8.38298856895678e-07
6,"fairly",9.00372033724334e-07
1,"unusable",8.90819393494524e-07
2,"unusable",8.80706538013056e-07
3,"unusable",8.87806159954261e-07
4,"unusable",0.00287514069286489
5,"unusable",5.95192188395932e-05
6,"unusable",9.00372033724334e-07
1,"stage",8.90819393494524e-07
2,"stage",9.68777191814362e-06
3,"stage",4.52781141576672e-05
4,"stage",9.4946105138138e-06
5,"stage",8.38298856895678e-07
6,"stage",9.00372033724334e-07
1,"acceptable",8.90819393494524e-07
2,"acceptable",0.000247478537181669
3,"acceptable",8.87806159954261e-07
4,"acceptable",8.63146410346709e-07
5,"acceptable",4.27532417016796e-05
6,"acceptable",9.00372033724334e-07
1,"paid",8.90819393494524e-07
2,"paid",0.00408735904291859
3,"paid",8.87806159954261e-07
4,"paid",8.63146410346709e-07
5,"paid",8.38298856895678e-07
6,"paid",9.00372033724334e-07
1,"commercial",8.90819393494524e-07
2,"commercial",9.68777191814362e-06
3,"commercial",8.87806159954261e-07
4,"commercial",8.63146410346709e-07
5,"commercial",0.000352923818753081
6,"commercial",9.00372033724334e-07
1,"even",0.0310904876523524
2,"even",8.80706538013056e-07
3,"even",2.75219909585821e-05
4,"even",8.63146410346709e-07
5,"even",0.0190889032703715
6,"even",5.49226940571845e-05
1,"wanting",8.90819393494524e-07
2,"wanting",0.000397198648643888
3,"wanting",8.87806159954261e-07
4,"wanting",9.4946105138138e-06
5,"wanting",8.38298856895678e-07
6,"wanting",9.00372033724334e-07
1,"knowing",8.90819393494524e-07
2,"knowing",0.000282706798702191
3,"knowing",8.87806159954261e-07
4,"knowing",8.63146410346709e-07
5,"knowing",8.38298856895678e-07
6,"knowing",9.00372033724334e-07
1,"name",8.90819393494524e-07
2,"name",8.80706538013056e-07
3,"name",0.00127045061489455
4,"name",8.63146410346709e-07
5,"name",0.000126583127391248
6,"name",0.000406067787209675
1,"brought",3.65235951332755e-05
2,"brought",8.80706538013056e-07
3,"brought",0.000471425070935712
4,"brought",8.63146410346709e-07
5,"brought",8.38298856895678e-07
6,"brought",9.00372033724334e-07
1,"thanks",8.90819393494524e-07
2,"thanks",8.80706538013056e-07
3,"thanks",0.000107424545354466
4,"thanks",8.63146410346709e-07
5,"thanks",8.38298856895678e-07
6,"thanks",0.00329626201546479
1,"cant",8.90819393494524e-07
2,"cant",8.80706538013056e-07
3,"cant",8.87806159954261e-07
4,"cant",9.4946105138138e-06
5,"cant",0.00949876434748494
6,"cant",9.00372033724334e-07
1,"stuff",8.90819393494524e-07
2,"stuff",8.80706538013056e-07
3,"stuff",0.003241380289993
4,"stuff",8.63146410346709e-07
5,"stuff",8.38298856895678e-07
6,"stuff",9.00372033724334e-07
1,"show",8.90819393494524e-07
2,"show",8.80706538013056e-07
3,"show",8.87806159954261e-07
4,"show",0.0115497621168493
5,"show",8.38298856895678e-07
6,"show",9.00372033724334e-07
1,"internet",0.0123832803889674
2,"internet",8.80706538013056e-07
3,"internet",8.87806159954261e-07
4,"internet",8.63146410346709e-07
5,"internet",9.22128742585246e-06
6,"internet",9.00372033724334e-07
1,"available",0.00019687108596229
2,"available",8.80706538013056e-07
3,"available",9.76586775949687e-06
4,"available",8.63146410346709e-07
5,"available",8.38298856895678e-07
6,"available",0.00642055297248823
1,"phone",0.019447478179379
2,"phone",0.000317935060222713
3,"phone",8.87806159954261e-07
4,"phone",0.0126286951297827
5,"phone",8.38298856895678e-07
6,"phone",1.8907812708211e-05
1,"data",0.00759067205196684
2,"data",8.80706538013056e-07
3,"data",9.76586775949687e-06
4,"data",8.63146410346709e-07
5,"data",8.38298856895678e-07
6,"data",9.00372033724334e-07
1,"already",0.00409866002946831
2,"already",0.00170064432490321
3,"already",8.87806159954261e-07
4,"already",8.63146410346709e-07
5,"already",8.38298856895678e-07
6,"already",9.00372033724334e-07
1,"adds",8.90819393494524e-07
2,"adds",9.68777191814362e-06
3,"adds",1.86439293590395e-05
4,"adds",1.81260746172809e-05
5,"adds",0.00529050408586863
6,"adds",1.8907812708211e-05
1,"now",2.76154011983302e-05
2,"now",0.0457623924216964
3,"now",9.76586775949687e-06
4,"now",0.0024780933441054
5,"now",8.38298856895678e-07
6,"now",9.00372033724334e-07
1,"happens",0.000464116904010647
2,"happens",8.80706538013056e-07
3,"happens",8.87806159954261e-07
4,"happens",0.00298734972620996
5,"happens",1.76042759948093e-05
6,"happens",9.00372033724334e-07
1,"want",4.54317890682208e-05
2,"want",8.80706538013056e-07
3,"want",8.87806159954261e-07
4,"want",8.63146410346709e-07
5,"want",0.0390320330759197
6,"want",9.00372033724334e-07
1,"search",8.90819393494524e-07
2,"search",8.80706538013056e-07
3,"search",0.002406842499636
4,"search",8.63146410346709e-07
5,"search",0.0078556985879694
6,"search",9.00372033724334e-07
1,"option",8.90819393494524e-07
2,"option",8.80706538013056e-07
3,"option",0.0113559285919749
4,"option",8.63146410346709e-07
5,"option",1.76042759948093e-05
6,"option",9.00372033724334e-07
1,"delete",0.00268225719381201
2,"delete",8.80706538013056e-07
3,"delete",0.00116391387570003
4,"delete",8.63146410346709e-07
5,"delete",8.38298856895678e-07
6,"delete",9.00372033724334e-07
1,"album",8.90819393494524e-07
2,"album",8.80706538013056e-07
3,"album",8.87806159954261e-07
4,"album",8.63146410346709e-07
5,"album",0.00633837765698823
6,"album",9.00372033724334e-07
1,"download",0.0121071263769841
2,"download",8.80706538013056e-07
3,"download",8.87806159954261e-07
4,"download",3.53890028242151e-05
5,"download",9.22128742585246e-06
6,"download",9.00372033724334e-07
1,"track",8.90819393494524e-07
2,"track",9.68777191814362e-06
3,"track",8.87806159954261e-07
4,"track",0.00359155221345265
5,"track",8.38298856895678e-07
6,"track",9.00372033724334e-07
1,"library",9.79901332843977e-06
2,"library",5.37230988187964e-05
3,"library",0.00215825677484881
4,"library",8.63146410346709e-07
5,"library",8.38298856895678e-07
6,"library",0.00266600159185776
1,"without",1.8707207263385e-05
2,"without",0.00610417701496849
3,"without",0.00229142769884195
4,"without",8.63146410346709e-07
5,"without",0.00681620800541876
6,"without",9.09375754061579e-05
1,"creating",8.90819393494524e-07
2,"creating",8.80706538013056e-07
3,"creating",8.87806159954261e-07
4,"creating",8.63146410346709e-07
5,"creating",8.38298856895678e-07
6,"creating",0.00103632821081671
1,"liking",9.79901332843977e-06
2,"liking",8.80706538013056e-07
3,"liking",8.87806159954261e-07
4,"liking",8.63146410346709e-07
5,"liking",2.5987264563766e-05
6,"liking",0.000325034304174485
1,"wow",8.90819393494524e-07
2,"wow",8.80706538013056e-07
3,"wow",2.75219909585821e-05
4,"wow",8.63146410346709e-07
5,"wow",8.38298856895678e-07
6,"wow",0.000559131032942812
1,"sudden",7.21563708730564e-05
2,"sudden",0.00157734540958138
3,"sudden",8.87806159954261e-07
4,"sudden",0.00013896657206582
5,"sudden",9.22128742585246e-06
6,"sudden",9.00372033724334e-07
1,"login",0.00491821387148327
2,"login",9.68777191814362e-06
3,"login",8.87806159954261e-07
4,"login",8.63146410346709e-07
5,"login",8.38298856895678e-07
6,"login",9.00372033724334e-07
1,"work",0.0244360667829483
2,"work",0.000731867133088849
3,"work",8.87806159954261e-07
4,"work",8.63146410346709e-07
5,"work",8.38298856895678e-07
6,"work",9.00372033724334e-07
1,"though",0.00817861285167323
2,"though",4.49160334386658e-05
3,"though",8.87806159954261e-07
4,"though",8.63146410346709e-07
5,"though",8.38298856895678e-07
6,"though",9.00372033724334e-07
1,"hundred",9.79901332843977e-06
2,"hundred",0.00332114435484723
3,"hundred",7.19122989562951e-05
4,"hundred",8.63146410346709e-07
5,"hundred",8.38298856895678e-07
6,"hundred",9.00372033724334e-07
1,"percent",8.90819393494524e-07
2,"percent",0.00252850847063548
3,"percent",8.87806159954261e-07
4,"percent",8.63146410346709e-07
5,"percent",8.38298856895678e-07
6,"percent",9.00372033724334e-07
1,"positive",8.90819393494524e-07
2,"positive",8.80706538013056e-07
3,"positive",0.000107424545354466
4,"positive",8.63146410346709e-07
5,"positive",9.22128742585246e-06
6,"positive",5.49226940571845e-05
1,"correct",4.54317890682208e-05
2,"correct",0.00122506279437616
3,"correct",8.87806159954261e-07
4,"correct",8.63146410346709e-07
5,"correct",9.22128742585246e-06
6,"correct",9.00372033724334e-07
1,"morning",9.79901332843977e-06
2,"morning",0.000687831806188196
3,"morning",0.000160692914951721
4,"morning",8.63146410346709e-07
5,"morning",8.38298856895678e-07
6,"morning",1.8907812708211e-05
1,"asks",2.76154011983302e-05
2,"asks",8.80706538013056e-07
3,"asks",8.87806159954261e-07
4,"asks",0.000518750992618372
5,"asks",9.22128742585246e-06
6,"asks",9.00372033724334e-07
1,"happened",0.00113223144913154
2,"happened",0.0030217041319228
3,"happened",8.87806159954261e-07
4,"happened",0.000104440715651952
5,"happened",8.38298856895678e-07
6,"happened",9.00372033724334e-07
1,"obviously",8.90819393494524e-07
2,"obviously",0.000538111694725977
3,"obviously",2.75219909585821e-05
4,"obviously",8.63146410346709e-07
5,"obviously",8.38298856895678e-07
6,"obviously",9.00372033724334e-07
1,"found",8.90819393494524e-07
2,"found",2.73019026784047e-05
3,"found",8.87806159954261e-07
4,"found",8.63146410346709e-07
5,"found",8.38298856895678e-07
6,"found",0.00366541454929177
1,"email",8.90819393494524e-07
2,"email",0.00380553295075441
3,"email",8.87806159954261e-07
4,"email",8.63146410346709e-07
5,"email",8.38298856895678e-07
6,"email",9.00372033724334e-07
1,"account",8.90819393494524e-07
2,"account",0.0153692097948658
3,"account",8.87806159954261e-07
4,"account",8.63146410346709e-07
5,"account",8.38298856895678e-07
6,"account",9.00372033724334e-07
1,"telling",0.00126585435815572
2,"telling",8.80706538013056e-07
3,"telling",9.76586775949687e-06
4,"telling",8.63146410346709e-07
5,"telling",8.38298856895678e-07
6,"telling",9.00372033724334e-07
1,"change",8.90819393494524e-07
2,"change",2.73019026784047e-05
3,"change",0.0106545617256111
4,"change",8.63146410346709e-07
5,"change",8.38298856895678e-07
6,"change",9.00372033724334e-07
1,"password",8.90819393494524e-07
2,"password",0.00355012805473063
3,"password",8.87806159954261e-07
4,"password",8.63146410346709e-07
5,"password",8.38298856895678e-07
6,"password",9.00372033724334e-07
1,"behaviour",8.90819393494524e-07
2,"behaviour",8.80706538013056e-07
3,"behaviour",8.87806159954261e-07
4,"behaviour",6.12833951346163e-05
5,"behaviour",8.38298856895678e-07
6,"behaviour",9.00372033724334e-07
1,"yeah",8.90819393494524e-07
2,"yeah",8.80706538013056e-07
3,"yeah",0.00110176744450324
4,"yeah",8.63146410346709e-07
5,"yeah",8.38298856895678e-07
6,"yeah",4.59189737199411e-05
1,"logging",0.00182707057605727
2,"logging",0.000247478537181669
3,"logging",8.87806159954261e-07
4,"logging",1.81260746172809e-05
5,"logging",9.22128742585246e-06
6,"logging",9.00372033724334e-07
1,"xbox",8.90819393494524e-07
2,"xbox",8.80706538013056e-07
3,"xbox",0.00066674242612565
4,"xbox",4.40204669276821e-05
5,"xbox",8.38298856895678e-07
6,"xbox",9.90409237096768e-06
1,"stress",9.79901332843977e-06
2,"stress",8.80706538013056e-07
3,"stress",8.87806159954261e-07
4,"stress",8.63146410346709e-07
5,"stress",8.38298856895678e-07
6,"stress",0.000180974778778591
1,"need",0.00367106672059094
2,"need",8.80706538013056e-07
3,"need",0.00914529125368883
4,"need",8.63146410346709e-07
5,"need",8.38298856895678e-07
6,"need",4.59189737199411e-05
1,"renewing",8.90819393494524e-07
2,"renewing",0.000212250275661146
3,"renewing",9.76586775949687e-06
4,"renewing",8.63146410346709e-07
5,"renewing",8.38298856895678e-07
6,"renewing",9.00372033724334e-07
1,"way",8.90819393494524e-07
2,"way",8.80706538013056e-07
3,"way",0.0112849040991786
4,"way",0.00495532354180045
5,"way",8.38298856895678e-07
6,"way",9.00372033724334e-07
1,"teaching",8.90819393494524e-07
2,"teaching",1.84948372982742e-05
3,"teaching",9.76586775949687e-06
4,"teaching",8.63146410346709e-07
5,"teaching",8.38298856895678e-07
6,"teaching",3.69152533826978e-05
1,"lesson",9.79901332843977e-06
2,"lesson",8.80706538013056e-07
3,"lesson",9.85464837549228e-05
4,"lesson",8.63146410346709e-07
5,"lesson",8.38298856895678e-07
6,"lesson",9.00372033724334e-07
1,"gets",0.000179054698092399
2,"gets",0.00285436988970031
3,"gets",0.000151814853352178
4,"gets",0.00178757621582803
5,"gets",8.46681845464636e-05
6,"gets",9.00372033724334e-07
1,"liked",9.79901332843977e-06
2,"liked",8.80706538013056e-07
3,"liked",8.87806159954261e-07
4,"liked",8.63146410346709e-07
5,"liked",0.0105801698728804
6,"liked",9.00372033724334e-07
1,"helps",8.90819393494524e-07
2,"helps",5.37230988187964e-05
3,"helps",8.87806159954261e-07
4,"helps",8.63146410346709e-07
5,"helps",8.38298856895678e-07
6,"helps",0.0014504993463299
1,"signal",0.000847169243213293
2,"signal",8.80706538013056e-07
3,"signal",8.87806159954261e-07
4,"signal",8.63146410346709e-07
5,"signal",8.38298856895678e-07
6,"signal",9.00372033724334e-07
1,"try",0.0133809981096812
2,"try",8.80706538013056e-07
3,"try",0.000196205161349891
4,"try",8.63146410346709e-07
5,"try",0.000101434161684377
6,"try",9.00372033724334e-07
1,"go",8.90819393494524e-07
2,"go",0.000326742125602843
3,"go",0.0169402293380872
4,"go",8.63146410346709e-07
5,"go",8.38298856895678e-07
6,"go",9.00372033724334e-07
1,"different",8.10645648080017e-05
2,"different",1.84948372982742e-05
3,"different",8.87806159954261e-07
4,"different",8.63146410346709e-07
5,"different",0.0101694034330015
